record_type,current_path,filename,document_id,title,version,status,classification,normative_role,semantic_owner,brand_era,canonical_state,dependencies,supersedes,superseded_by,target_class,target_path,recommended_action,duplicate_of,migration_risk,sprint,evidence_basis,notes
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-005 (1).md,Marketing-005 (1).md,N/A,Marketing-005,N/A,** **RATIFIED**,** Marketing Constitution,** Constitutional Child Doctrine,N/A,Zyppi,DUPLICATE,N/A,N/A,N/A,DUPLICATE,DOCS/ARCHIVE/DUPLICATES/Marketing-005 (1).md,CONSOLIDATE_OR_DEPRECATE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-005.md,LOW,S14,Byte-identical SHA256 match with primary DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-005.md,"File size 40681 bytes, SHA256 4eff676d72f0..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-005.md,Marketing-005.md,N/A,Marketing-005,N/A,** **RATIFIED**,** Marketing Constitution,** Constitutional Child Doctrine,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-005.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 40681 bytes, SHA256 4eff676d72f0..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-006.md,Marketing-006.md,N/A,Marketing-006,N/A,** **RATIFIED**,** Marketing Constitution,** Constitutional Child Doctrine,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-006.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 39350 bytes, SHA256 f4d671b03dfe..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-007.md,Marketing-007.md,N/A,Marketing-007,N/A,** **RATIFIED**,** Marketing Constitution,** Constitutional Child Protocol,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-007.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 44666 bytes, SHA256 761684d91f82..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-008.md,Marketing-008.md,N/A,Marketing-008,N/A,** **RATIFIED**,** Marketing Constitution,** Constitutional Child Doctrine,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-008.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 39619 bytes, SHA256 762ec73a56da..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-009.md,Marketing-009.md,N/A,Marketing-009,N/A,** **RATIFIED**,** Marketing Constitution,** Constitutional Child Doctrine,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-009.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 39424 bytes, SHA256 a62a1fb72ff6..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-010.md,Marketing-010.md,N/A,Marketing-010,N/A,** **RATIFIED**,** Marketing Constitution,** Constitutional Child Doctrine,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-010.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 41249 bytes, SHA256 248d31d4553e..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-011.md,Marketing-011.md,N/A,Marketing-011,N/A,** **DRAFT — PROPOSED FOR RATIFICATION**,** Marketing Constitution,** Constitutional Child Doctrine,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-011.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 38487 bytes, SHA256 50e81255f353..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-012.md,Marketing-012.md,N/A,Marketing-012,N/A,** **DRAFT — PROPOSED FOR RATIFICATION**,** Marketing Constitution,** Constitutional Child Doctrine,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-012.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 44306 bytes, SHA256 3d1f384b475c..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-013.md,Marketing-013.md,N/A,Marketing-013,N/A,** **DRAFT — PROPOSED FOR RATIFICATION**,** Marketing Constitution,** Constitutional Child Doctrine,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-013.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 42033 bytes, SHA256 2cf43008f6d7..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-014.md,Marketing-014.md,N/A,Marketing-014,N/A,** **DRAFT — PROPOSED FOR RATIFICATION**,** Marketing Constitution,** Constitutional Child Doctrine,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-014.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 43741 bytes, SHA256 04286ace0761..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-015.md,Marketing-015.md,N/A,Marketing-015,N/A,** **DRAFT — PROPOSED FOR RATIFICATION**,** Marketing Constitution,** Constitutional Child Doctrine,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-015.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 36701 bytes, SHA256 fefbeb6bcaed..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-PLAN-1Y-001-v1.0-DRAFT.md,Marketing-PLAN-1Y-001-v1.0-DRAFT.md,N/A,Marketing-PLAN-1Y-001,N/A,** **DRAFT — PROPOSED FOR CHAIR APPROVAL**,** Strategic Horizon Plan,**,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-PLAN-1Y-001-v1.0-DRAFT.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 57927 bytes, SHA256 041ea90466a8..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-PLAN-1Y-001.md,Marketing-PLAN-1Y-001.md,N/A,Marketing-PLAN-1Y-001,N/A,** **RATIFIED / ACTIVE**,** Strategic Horizon Plan,**,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-PLAN-1Y-001.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 80860 bytes, SHA256 1ac569dac83a..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-PLAN-3Y-001-v1.0-DRAFT.md,Marketing-PLAN-3Y-001-v1.0-DRAFT.md,N/A,Marketing-PLAN-3Y-001,N/A,** **DRAFT — PROPOSED FOR CHAIR APPROVAL**,** Strategic Horizon Plan,**,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-PLAN-3Y-001-v1.0-DRAFT.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 54376 bytes, SHA256 3e964e0471b7..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-PLAN-3Y-001.md,Marketing-PLAN-3Y-001.md,N/A,Marketing-PLAN-3Y-001,N/A,** **DRAFT — PROPOSED FOR CHAIR APPROVAL**,** Strategic Horizon Plan,**,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-PLAN-3Y-001.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 66341 bytes, SHA256 3d1cbef8deca..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-RATIFICATION-SET-A.md,Marketing-RATIFICATION-SET-A.md,N/A,Marketing-RATIFICATION-SET-A,N/A,** **RATIFIED**,N/A,"** Chair, Zyppi Constitutional Council",N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-RATIFICATION-SET-A.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 7144 bytes, SHA256 d4bc3eb7b2e0..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-RATIFICATION-SET-B.md,Marketing-RATIFICATION-SET-B.md,N/A,Marketing-RATIFICATION-SET-B,N/A,** **RATIFIED — CLOSED**,N/A,"** Chair, Zyppi Constitutional Council",N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-RATIFICATION-SET-B.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 6802 bytes, SHA256 3010d1ad3511..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-SET-C-REVIEW.md,Marketing-SET-C-REVIEW.md,N/A,Marketing-SET-C-REVIEW,N/A,** **REVIEW COMPLETE — PENDING CHAIR RATIFICATION**,N/A,N/A,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/Marketing-SET-C-REVIEW.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 4498 bytes, SHA256 3aa7d0e39209..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/ZYPPI-PARTICIPANT-001-v1.1-CHAIR-REVIEW.md,ZYPPI-PARTICIPANT-001-v1.1-CHAIR-REVIEW.md,N/A,ZYPPI-PARTICIPANT-001,N/A,** DRAFT — CHAIR REVIEW,** Foundation — Product / UX / Identity / Participation,** Principle / Product-Architecture Doctrine,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/ZYPPI-PARTICIPANT-001-v1.1-CHAIR-REVIEW.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 35995 bytes, SHA256 2b27b7d723e5..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/ZYPPI-PARTICIPANT-001.md,ZYPPI-PARTICIPANT-001.md,N/A,ZYPPI-PARTICIPANT-001,N/A,"** DRAFT — COUNCIL SYNTHESIS, NOT YET PROPOSED FOR RATIFICATION",** Foundation — Product / UX / Identity,** Principle,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/ZYPPI-PARTICIPANT-001.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 23537 bytes, SHA256 e951d0648a4b..."
FILE,DOCS/ZyGOV/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/ZYPPI-REALITY-VALIDATION-001.md,ZYPPI-REALITY-VALIDATION-001.md,N/A,ZYPPI-REALITY-VALIDATION-001,N/A,** **DRAFT — PROPOSED FOR RATIFICATION**,** Foundational Strategic Reality Doctrine,"** Chair, Zyppi Constitutional Council",N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-SECONDARY,DOCS/CONSTITUTION/04-SECONDARY-CONSTITUTIONAL-CONSTRUCTS/MARKETING/ZYPPI-REALITY-VALIDATION-001.md,MOVE_TO_TARGET,N/A,HIGH,S07,Ratified secondary construct,"File size 61170 bytes, SHA256 9db1eb06fff3..."
FILE,DOCS/ZyGOV/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-001.md,Z-PROF-001.md,N/A,Z-PROF-001 — Domain Composition & Interrogation Constitution,N/A,**,N/A,**,N/A,Zyppi,CANONICAL-ACTIVE,**,**,N/A,CONSTITUTION-DOMAIN-COMPOSITION,DOCS/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-001.md,MOVE_TO_TARGET,N/A,HIGH,S08A,Domain Composition / Z-PROF specification,"File size 50351 bytes, SHA256 92edbb760571..."
FILE,DOCS/ZyGOV/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-CONTRACT.md,Z-PROF-CONTRACT.md,N/A,CONTRACT-R1 — Z-PROF Contract Closure,N/A,**                   |,N/A,**                | Zyppi Constitutional Council                                                                              |,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-DOMAIN-COMPOSITION,DOCS/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-CONTRACT.md,MOVE_TO_TARGET,N/A,HIGH,S08A,Domain Composition / Z-PROF specification,"File size 23207 bytes, SHA256 2c2c6f5a30c9..."
FILE,DOCS/ZyGOV/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-D1.md,Z-PROF-D1.md,N/A,Z-PROF-D1 — Constitutional Fit & Boundary Analysis,N/A,**,N/A,** Zyppi Constitutional Council,N/A,Zyppi,CANONICAL-ACTIVE,N/A,**,N/A,CONSTITUTION-DOMAIN-COMPOSITION,DOCS/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-D1.md,MOVE_TO_TARGET,N/A,HIGH,S08A,Domain Composition / Z-PROF specification,"File size 24971 bytes, SHA256 26169c46aaac..."
FILE,DOCS/ZyGOV/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-D2.md,Z-PROF-D2.md,N/A,Z-PROF — D2-R3,N/A,**                   |,N/A,**                | Zyppi Constitutional Council                                                                            |,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-DOMAIN-COMPOSITION,DOCS/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-D2.md,MOVE_TO_TARGET,N/A,HIGH,S08A,Domain Composition / Z-PROF specification,"File size 35061 bytes, SHA256 5c4f2a1000bd..."
FILE,DOCS/ZyGOV/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-D3.md,Z-PROF-D3.md,N/A,Z-PROF-D3 — Alternative Architectures,N/A,**                   | **CLOSED — FINDINGS RATIFIED**      |,N/A,**                | Zyppi Constitutional Council        |,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-DOMAIN-COMPOSITION,DOCS/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-D3.md,MOVE_TO_TARGET,N/A,HIGH,S08A,Domain Composition / Z-PROF specification,"File size 26665 bytes, SHA256 7de4fac3c9eb..."
FILE,DOCS/ZyGOV/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-D4.md,Z-PROF-D4.md,N/A,Z-PROF-D4 — Future Application Stress Tests,N/A,**                   | **CLOSED — FINDINGS RATIFIED**                                                   |,**           | Constitutional Investigation / Ratified Findings                                 |,**                | Zyppi Constitutional Council                                                     |,N/A,Zyppi,CANONICAL-ACTIVE,**               | D1 — Constitutional Fit; D2 — Repository Reality; D3 — Alternative Architectures |,N/A,N/A,CONSTITUTION-DOMAIN-COMPOSITION,DOCS/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-D4.md,MOVE_TO_TARGET,N/A,HIGH,S08A,Domain Composition / Z-PROF specification,"File size 28257 bytes, SHA256 118b6a0610b8..."
FILE,DOCS/ZyGOV/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-D5-R2.md,Z-PROF-D5-R2.md,N/A,Z-PROF-D5 — Profile Composition & Interrogation,N/A,**,N/A,** Zyppi Constitutional Council **Disposition:**,** Z-PROF — Domain Composition Architecture **Dimension:** D5 — Profile Composition & Interrogation **Status:**,Zyppi,DUPLICATE,N/A,N/A,N/A,DUPLICATE,DOCS/ARCHIVE/DUPLICATES/Z-PROF-D5-R2.md,CONSOLIDATE_OR_DEPRECATE,DOCS/CAW/M08.5/Z-PROF-D5-R2.md,LOW,S14,Byte-identical SHA256 match with primary DOCS/CAW/M08.5/Z-PROF-D5-R2.md,"File size 33055 bytes, SHA256 c42d7721ccdd..."
FILE,DOCS/ZyGOV/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-D5-R3.md,Z-PROF-D5-R3.md,N/A,Z-PROF-D5-R3 — Profile Composition Model & Interrogation Algebra,N/A,**,** Constitutional Architecture / Composition Standard,** Zyppi Constitutional Council,N/A,Zyppi,DUPLICATE,N/A,** Prior D5-R3 draft/interrogation-slot formulations,N/A,DUPLICATE,DOCS/ARCHIVE/DUPLICATES/Z-PROF-D5-R3.md,CONSOLIDATE_OR_DEPRECATE,DOCS/CAW/M08.5/Z-PROF-D5-R3.md,LOW,S14,Byte-identical SHA256 match with primary DOCS/CAW/M08.5/Z-PROF-D5-R3.md,"File size 32188 bytes, SHA256 555356e0e457..."
FILE,DOCS/ZyGOV/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-D5-R4-R2.md,Z-PROF-D5-R4-R2.md,N/A,"Z-PROF-D5-R4-R2 — Lifecycle, Version Binding, Trust & Operation Semantics",N/A,** **DRAFT — FINAL TARGETED COUNCIL STRESS-TEST**,N/A,** Zyppi Constitutional Council,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-DOMAIN-COMPOSITION,DOCS/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-D5-R4-R2.md,MOVE_TO_TARGET,N/A,HIGH,S08A,Domain Composition / Z-PROF specification,"File size 49517 bytes, SHA256 48232c59a71d..."
FILE,DOCS/ZyGOV/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-D5-R4-R3.md,Z-PROF-D5-R4-R3.md,N/A,Z-PROF-D5-R4-R3 — FINAL CLOSURE AMENDMENT,N/A,** **RATIFIED — SEMANTICALLY CLOSED**,N/A,** Zyppi Constitutional Council,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-DOMAIN-COMPOSITION,DOCS/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-D5-R4-R3.md,MOVE_TO_TARGET,N/A,HIGH,S08A,Domain Composition / Z-PROF specification,"File size 14345 bytes, SHA256 283997e6d2a7..."
FILE,DOCS/ZyGOV/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-D5.md,Z-PROF-D5.md,N/A,Z-PROF — D5-R1,N/A,**                   |,N/A,**                | Zyppi Constitutional Council                                  |,N/A,Zyppi,CANONICAL-ACTIVE,**               | D1 — Constitutional Fit; D2-R3 — Existing Repository Reality  |,N/A,N/A,CONSTITUTION-DOMAIN-COMPOSITION,DOCS/CONSTITUTION/05-DOMAIN-COMPOSITION/Z-PROF/Z-PROF-D5.md,MOVE_TO_TARGET,N/A,HIGH,S08A,Domain Composition / Z-PROF specification,"File size 36553 bytes, SHA256 27884fe2288e..."
FILE,DOCS/ZyGOV/CONSTITUTION/08-INTERFACE-AND-IMPLEMENTATION-CONSTITUTIONS/DEV-ARCH/API-ARCHI-001.md,API-ARCHI-001.md,N/A,API-ARCH-PLAN-001,N/A,** **RATIFIED**,** Constitutional Architecture,** Layer 4 — Interface Architecture,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-INTERFACE,DOCS/CONSTITUTION/08-INTERFACE-AND-IMPLEMENTATION-CONSTITUTIONS/DEV-ARCH/API-ARCHI-001.md,MOVE_TO_TARGET,N/A,HIGH,S09,Ratified Interface/Implementation constitution,"File size 3050 bytes, SHA256 440c1eaea9c2..."
FILE,DOCS/ZyGOV/CONSTITUTION/08-INTERFACE-AND-IMPLEMENTATION-CONSTITUTIONS/DEV-ARCH/CG-SPEC-001.md,CG-SPEC-001.md,N/A,CG-SPEC-001 — Capability Graph Constitution,N/A,** Ratified (Locked) **Version:** 1.0,N/A,N/A,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-INTERFACE,DOCS/CONSTITUTION/08-INTERFACE-AND-IMPLEMENTATION-CONSTITUTIONS/DEV-ARCH/CG-SPEC-001.md,MOVE_TO_TARGET,N/A,HIGH,S09,Ratified Interface/Implementation constitution,"File size 22279 bytes, SHA256 2cc9ff573dc9..."
FILE,DOCS/ZyGOV/CONSTITUTION/08-INTERFACE-AND-IMPLEMENTATION-CONSTITUTIONS/DEV-ARCH/DEV-ARCH-001.md,DEV-ARCH-001.md,N/A,DEV-ARCH-001,N/A,** Normative Architecture Document,N/A,N/A,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-INTERFACE,DOCS/CONSTITUTION/08-INTERFACE-AND-IMPLEMENTATION-CONSTITUTIONS/DEV-ARCH/DEV-ARCH-001.md,MOVE_TO_TARGET,N/A,HIGH,S09,Interface constitution document,"File size 6798 bytes, SHA256 d6e12e742315..."
FILE,DOCS/ZyGOV/CONSTITUTION/08-INTERFACE-AND-IMPLEMENTATION-CONSTITUTIONS/DEV-ARCH/Layer-4.md,Layer-4.md,N/A,Layer 4,N/A,N/A,N/A,N/A,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-INTERFACE,DOCS/CONSTITUTION/08-INTERFACE-AND-IMPLEMENTATION-CONSTITUTIONS/DEV-ARCH/Layer-4.md,MOVE_TO_TARGET,N/A,HIGH,S09,Interface constitution document,"File size 4135 bytes, SHA256 c47b9fa82651..."
FILE,DOCS/ZyGOV/CONSTITUTION/08-INTERFACE-AND-IMPLEMENTATION-CONSTITUTIONS/DEV-ARCH/PLATFORM-SPEC-001.md,PLATFORM-SPEC-001.md,N/A,PLATFORM-SPEC-001,N/A,** Ratified Foundation Specification,N/A,N/A,N/A,Zyppi,CANONICAL-ACTIVE,**,N/A,N/A,CONSTITUTION-INTERFACE,DOCS/CONSTITUTION/08-INTERFACE-AND-IMPLEMENTATION-CONSTITUTIONS/DEV-ARCH/PLATFORM-SPEC-001.md,MOVE_TO_TARGET,N/A,HIGH,S09,Ratified Interface/Implementation constitution,"File size 29712 bytes, SHA256 e35554402c52..."
FILE,DOCS/ZyGOV/CONSTITUTION/08-INTERFACE-AND-IMPLEMENTATION-CONSTITUTIONS/DEV-ARCH/SDK-SPEC-001-v2.md,SDK-SPEC-001-v2.md,N/A,CRL-SDK-002 — SDK-SPEC-001-v2.md Constitutional Resolution Log,N/A,N/A,N/A,N/A,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-INTERFACE,DOCS/CONSTITUTION/08-INTERFACE-AND-IMPLEMENTATION-CONSTITUTIONS/DEV-ARCH/SDK-SPEC-001-v2.md,MOVE_TO_TARGET,N/A,HIGH,S09,Ratified Interface/Implementation constitution,"File size 26535 bytes, SHA256 10a14318e1b5..."
FILE,DOCS/ZyGOV/CONSTITUTION/08-INTERFACE-AND-IMPLEMENTATION-CONSTITUTIONS/DEV-ARCH/SDK-SPEC-001.md,SDK-SPEC-001.md,N/A,SDK-SPEC-001 — Zyppi SDK Constitutional Specification,N/A,** Ratified Foundation,N/A,N/A,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-INTERFACE,DOCS/CONSTITUTION/08-INTERFACE-AND-IMPLEMENTATION-CONSTITUTIONS/DEV-ARCH/SDK-SPEC-001.md,MOVE_TO_TARGET,N/A,HIGH,S09,Ratified Interface/Implementation constitution,"File size 231477 bytes, SHA256 f04320ec0f46..."
